Pleb_Rank,Betweenness_Rank,Eigenvector_Rank,PageRank,Weighted_Degree_Rank,Channels_Rank,Capacity_Rank,alias,Node_Type,Total_Capacity,Num_Channels,Public_Key
8025,8882,7343,6869,8996,9190,8555,Casa2,,309k sats,1.0,03b85519adb9c2031295eb99d24459d24e9c940b44a7e1efa96bc111c9e679844b
8026,8883,7344,6870,8997,9191,8556,0219f80be09ee73b19e4,,308k sats,1.0,0219f80be09ee73b19e48030bcdffa0a81c2dee776a3d4b9cb5fb0bfa2b67e5b7a
8027,8884,7345,6871,8998,9192,8557,LouNes Node,,308k sats,1.0,02875fcfa3d9a62e6229fa0424a129daa2ae15ae44b0a4bee77e01efe09ff28230
8028,8885,7346,6872,8999,9193,8558,ln-pool-mainnet,,308k sats,1.0,03344587d512b940bb96b4db40e4f915d1c402176b5c99913b0876413a81bf646e
8029,6218,8203,11444,6881,7138,5299,🏰 LaCitadelle,,2.0m sats,1.0,035483939ef60056a6c5dbca8e090724ac73a2407c7e1635dba3fddc69cdd56a71
8030,8886,7347,6873,9000,9194,8559,BitcoinnodeAT,,308k sats,1.0,03aca9b6f23102daf6bc64332549143958481926b2b0e8b46394f68965af8ac24f
8031,8887,7348,6874,9001,9195,8560,L.F.F.T,,308k sats,1.0,035d2666965855219c9759b9d50483c84a5b8432e313965309afdeb1b11e626261
8032,8888,7349,6875,9002,9196,8561,SonnieZ SatZ,,308k sats,1.0,0381ef8e2494ba4a8fc54d65b864351d8b53847d7780e2624b0943341fe7ed215e
8033,8889,7350,6879,9003,9197,8562,WinstonZ SatZ,,307k sats,1.0,038f2b402c1ee09ba6388ec7fe5b8acea86083bd5fed1c35ca121eeb361bdc2909
8034,8890,7352,6887,9004,9198,8563,Torden,,307k sats,1.0,037d41b5732eaa556e3c68331211d4e8fdea3a3283c50228e7523460fc834f5193
8035,7995,4878,10791,8218,8421,7571,036559056a4b365962b2,,500k sats,1.0,036559056a4b365962b246881a323624a3979fe1bd755a5bc69e66dcb4bdf75b22
8036,8382,4879,10792,8595,8798,7948,027835a73fc7c5a1d0a0,,500k sats,1.0,027835a73fc7c5a1d0a08a47f2d8c15a314ae63ad3195a2ac425e4035937fad5f9
8037,8454,4880,10793,8665,8868,8018,BitBoy21,,500k sats,1.0,025fa9fda37a14a0765fa0f520164c8e13be9856e3b06c117b9133edd811eb0b04
8038,8891,7353,6888,9005,9199,8564,Serving More Beer,,306k sats,1.0,039ab669721f7d779df02571b4d21f802a5c6e5d5ec0e52c1af80573d74988d0af
8039,8894,7356,6890,9008,9201,8567,fiospaceLNDnas,,306k sats,1.0,03821ab38164d014e3653bfba46baa90e0d2b2fb8de1d132ac91f0356508bef188
8040,8896,7358,6892,9009,9202,8569,02070ae16ba40dd65d20,,305k sats,1.0,02070ae16ba40dd65d204d902011a2790978091d84cf067072662ae4e9eeeeea54
8041,5828,11194,9388,6669,6934,4624,WRW,,3.0m sats,1.0,02219ac72a218a62108ec584f0dd74555e16646257123c02747a0f349916015d16
8042,8897,7359,6893,9010,9203,8570,I420II,,304k sats,1.0,02ce9aa93943d73e988ca4d2a358945ddacc84e112f2b979319945978b538a1205
8043,7895,4547,11113,8121,8324,7474,InSatoshiWeTrust,,500k sats,1.0,02da2e61c2bc7cbd7cdd96c1d0c07c5cd066210f595a81449182ea8f889d1f25fe
8044,7924,4548,11114,8149,8352,7502,02c10d14cf5f67a0bd71,,500k sats,1.0,02c10d14cf5f67a0bd71248a789539112532a249d68d8efd46c695d1d3630d9abc
8045,7932,4549,11115,8157,8360,7510,02a59b2884fa619c0f9a,,500k sats,1.0,02a59b2884fa619c0f9a3134300ff897419e71b2bc14b91ada755715304917c965
8046,7952,4550,11116,8176,8379,7529,02a26d4a470466ee111d,,500k sats,1.0,02a26d4a470466ee111daa26bc27cd07c3b40bccf987376889e33bf01388e3cc79
8047,7999,4551,11117,8221,8424,7574,Raspibolt,,500k sats,1.0,036cef9e0badb2abd3d452e8a51d6fdcc3ebf6ce7fce3dea1a9331aef3737ebd6b
8048,8014,4552,11118,8236,8439,7589,035e90b1990365a56ba2,,500k sats,1.0,035e90b1990365a56ba20ef154eac6f122c2229783614124fc759a76433c250b44
8049,8019,4553,11119,8241,8444,7594,champagnepapi,,500k sats,1.0,029664347c65b71900ee4edc585f39997faa6f93f744a976b2f720f2ebaa94ca4a
8050,8024,4554,11120,8245,8448,7598,02c0a1cf38c1dd382660,,500k sats,1.0,02c0a1cf38c1dd3826605330eebdaa639ac1b86f99c4b9effb7906421942f40662
8051,8028,4555,11121,8248,8451,7601,038266219e7fe5db63bb,,500k sats,1.0,038266219e7fe5db63bb42b11e9b85edfec99e650b0355ee6ac42b40250c3a123b
8052,8035,4556,11122,8255,8458,7608,0380dac78e4f937a1dd6,,500k sats,1.0,0380dac78e4f937a1dd62673caa2edd04e4ad1f87cc2991a28504c984eb32ce3f8
8053,8037,4557,11123,8257,8460,7610,02bd075ad02e8d7d08c7,,500k sats,1.0,02bd075ad02e8d7d08c7f327bb417ce9631d6a864ce15005936f909f90d7848005
8054,8044,4558,11124,8264,8467,7617,WorldOfDeFi,,500k sats,1.0,0378020450137995ee936621875bc5ef9ba8f74656a97930ab2986ca61c8cdc6b8
8055,8143,4559,11125,8361,8564,7714,0248abf232ebf0425dc2,,500k sats,1.0,0248abf232ebf0425dc21653f804cb0f1cd48f950ab70705dcd7a995b9bc9e3ed4
8056,8145,4560,11126,8363,8566,7716,0249a3b7778f96b0ca44,,500k sats,1.0,0249a3b7778f96b0ca441268bc4a29ce6e3c53044da913605253076614fb45590e
8057,8154,4561,11127,8372,8575,7725,tenet,,500k sats,1.0,03bcee3d0911944cba06aff72c8b05e22e8cf5d2d74a92a337cc510749460c9465
8058,8179,4562,11128,8396,8599,7749,bp.teleportservice.cz,,500k sats,1.0,023fc9930eaf87955db3615ec4da0d12d09839578cc544dda4df3218ae683373de
8059,8187,4563,11129,8404,8607,7757,02087d9151cb3afa60d2,,500k sats,1.0,02087d9151cb3afa60d210ccc7379fb4376d1c67c810290e32acbfecdfe5716e5d
8060,8188,4564,11130,8405,8608,7758,0208a76d16d023eb056a,,500k sats,1.0,0208a76d16d023eb056afcabceb6199a826697ee4803794a70d1c752f6281d7167
8061,8195,4565,11131,8412,8615,7765,DSB1,,500k sats,1.0,020b00aaae4c1904ca0a773aaea9064717eb12a2096abec2370335ec19e368eeb9
8062,8202,4566,11132,8419,8622,7772,RobotATX,,500k sats,1.0,020dbf570701ca2bd2e353d5388ecdec2fc93e87d52cfebfc6e1829672aba959b6
8063,8203,4567,11133,8420,8623,7773,03f3aef7d966d88b2286,,500k sats,1.0,03f3aef7d966d88b2286b5e5e8653a639b8c7ae790f94e0ebb1bf6278211ceda7b
8064,8236,4568,11134,8453,8656,7806,BTCRaziel,,500k sats,1.0,03f88b05c7d15ea38d299d52d64435732546e7867def59ee23bbd227d450d3262f
8065,8251,4569,11135,8468,8671,7821,BitcoinFibel,,500k sats,1.0,031b9cb933a3fd9e269049dc9d5b8e01231fa18752bf2eb1696c22d90a2fd5349f
8066,8270,4570,11136,8487,8690,7840,03e9f9fb288a8fea6823,,500k sats,1.0,03e9f9fb288a8fea682337d840ddea05d15248acb99566d2f66e513179efd0ed80
8067,8278,4571,11137,8495,8698,7848,[SATOSHIS BE ...],,500k sats,1.0,03ee296cefd82de3a8e8d6963d5b7b3a3769e6c151b625f2526221d1cc1cfed5f1
8068,8281,4572,11138,8498,8701,7851,Lightning-Nick,,500k sats,1.0,02156084d7e2172ef676dc1b8db18febb1a2c48f931c039119f6e1c79e3fd2fcb9
8069,8285,4573,11139,8502,8705,7855,0216f956ad1000914d6c,,500k sats,1.0,0216f956ad1000914d6cb1d0885049da342ac045b23539d00436324b8d366d243a
8070,8306,4574,11140,8521,8724,7874,amyahk net,,500k sats,1.0,039c0c3330e6f092e19ef9ec5da5fd6ce965ad2535534a7d9f35753fd99408958e
8071,8312,4575,11141,8527,8730,7880,LOVE BTC LN 🧡🧡🧡,,500k sats,1.0,02749c849a232c28286427bea92e78c7dd2a12c28e3c5eade05a562c3f0b659b03
8072,8317,4576,11142,8532,8735,7885,hal_9000,,500k sats,1.0,0398884d8bddfac789c13451a29fd9cd2de0feddcaf5b94a7d3d755d544aaa2154
8073,8319,4577,11143,8534,8737,7887,Robotechy,,500k sats,1.0,02e3cef0dcd8b1650ce262e7dca24be4d364698d07de5f9896d4e193a2047fc25a
8074,8348,4578,11144,8562,8765,7915,,,500k sats,1.0,026ea7b98d5ac0e8052addfa57fdefb5e504d470e7fd2fb56a5ab68f0fe6677255
8075,8366,4579,11145,8579,8782,7932,lnd-beveragedrinker,,500k sats,1.0,02803e6e75fb5a889c38cf85590491eb910149f610b81ae1d3d847328ad22b9338
8076,8391,4580,11146,8604,8807,7957,HeileRaspiBlitz,,500k sats,1.0,033a48ea85ee6b6ec1cca3e27fa06fe135bb4e285b73dd03e9c28cf18912ae65d2
8077,8395,4581,11147,8608,8811,7961,ffolight,,500k sats,1.0,027bf8aee5ca1fe7020c070ebf584ebfa97a61fab184c4ccfec78c9218069edb68
8078,8399,4582,11148,8612,8815,7965,0392e6898f0da69eeb60,,500k sats,1.0,0392e6898f0da69eeb600eeca40a4b246602c4d031a254a55b0dd7678c2f7bf34e
8079,8431,4583,11149,8642,8845,7995,roger007,,500k sats,1.0,025849c9caf13eeedfd08b46c62e241e9d8e336f61867273f64a55a4ef900ca809
8080,8444,4584,11150,8655,8858,8008,03b43ff2e9babbd7a78e,,500k sats,1.0,03b43ff2e9babbd7a78eb4e3a8a5f5290a1ea2589bebd63f7f8e9ccb65bc15ec8f
8081,8458,4585,11151,8669,8872,8022,0332c33080d7345ef6cb,,500k sats,1.0,0332c33080d7345ef6cb68543bf54db77f2b7b2d8269fa2ebe947296f3f006753e
8082,8462,4586,11152,8673,8876,8026,lightning⚡snail...🐌,,500k sats,1.0,03ac80554fe880d823cdbd8471e0ca986b18a6ad4861446619fd0b28080e5c885e
8083,6045,10355,9672,6766,7028,5029,islandnode,,2.1m sats,1.0,02cdcb39b58180a743ad2924c377692a7b5b00f6fcbbbd287eceafe7df8f0f98ed
8084,6046,10356,9673,6767,7029,5030,thecurtic,,2.1m sats,1.0,0232d1e337078c7d7d747cf781bbd134029d820971d3c22da66b9b5ec3a7fab3e4
8085,6048,10357,9674,6768,7030,5031,Go Vroom...,,2.1m sats,1.0,02e48fa379deeef66dd8cc9c6e60581d5467eb13ed8bb93ad06ee8de064b0134b9
8086,6052,10358,9675,6770,7032,5033,lightrider13,,2.1m sats,1.0,03dd7769c5d727e14b6a382d86bf05fa1ae82719052d6247c138307b10023cb876
8087,6055,10359,9676,6772,7034,5035,mintgreen,,2.1m sats,1.0,033608964bc944cabc823e8587225d0f1674256f78e3c1513ad93d529d6c87aaed
8088,6056,10360,9677,6773,7035,5036,fireonzeus,,2.1m sats,1.0,03e2ebb0d324d9b6e64606219de798fbeabb9992bb663676bea34fe54c45ea3318
8089,6061,10361,9678,6775,7037,5038,,,2.1m sats,1.0,0384bbeca30298e2ad839463a841d504305b1b5411fd981eccc22fb465b84c0461
8090,6065,10362,9679,6777,7039,5040,mylight,,2.1m sats,1.0,02061a55af019a995ec603e010c506fc941302fd565a18795678f34c5e8203a66f
8091,6070,10363,9680,6781,7043,5044,0rc15h ch@nn315,,2.1m sats,1.0,02feccb305e44702f99443abf37c7f6b52fced56c510d861a8e5d680f57b81f09c
8092,8898,7361,6894,9011,9204,8571,stackiBlitz,,304k sats,1.0,03445e8bcf5135d611d015900bb4305179989587b192c26f0eb32efbf35847e53a
8093,8899,7362,6895,9012,9205,8572,latitude55 [LND],,303k sats,1.0,03a74879f51fdf9af8eb09ce6249225e9e2d24e0ec4cc9de3be4461402be2a1ba4
8094,8363,11658,6058,9936,5743,7465,heastmined,,500k sats,2.0,028478349da5ebc56fdad55462c05a44b20ce8d4db5a765bfdf470f850f42ea371
8095,8900,7363,6896,9013,9206,8573,Aubits,,303k sats,1.0,025fe3a393644b3ae2634087b284f131e67efea0f0ada18d7b27b0030f23f18a8a
8096,8902,7365,6897,9014,9207,8575,021158a4fd51a0aa1cb4,,302k sats,1.0,021158a4fd51a0aa1cb43b968d9ad64fd47839f75fa5096416d106f881bb7cebde
8097,8903,7366,6898,9015,9208,8576,FrostyOne,,302k sats,1.0,032d976796d920976182da5a691b2370907110fba27d264bdaf04cff014b70de35
8098,8904,7367,6899,9016,9209,8577,BTCGumball,,302k sats,1.0,02d88b7d989f3f7f4ea900c847f681c4214f5171e6093f917e978a04250d14d44d
8099,8905,7368,6900,9017,9210,8578,Eldorado,,302k sats,1.0,03901f1117aaf021523797c23de892495ad0dc6952a97492d6e03246f01a25e14f
8100,8906,7369,6902,9018,9211,8579,PaulsRaspiNode,,301k sats,1.0,02a9f18939861443695137da630791bce64274c63f46c7a4154fb1d25a31502fbc
8101,8907,7370,6903,9019,9212,8580,03a1fcff9d643684c992,,301k sats,1.0,03a1fcff9d643684c9926ea51c3518f8802f11a8c84609a0d6661ab10eb43f0858
8102,8094,5153,10589,8314,8517,7667,Bergfest,,500k sats,1.0,02364f4347e777c418390fa51629c59648f9d88faf4814b3fca5880db8b838f54c
8103,8258,5154,10590,8475,8678,7828,021b88b6d67e493fafaa,,500k sats,1.0,021b88b6d67e493fafaa16eba18d7aa3aab322086d2c7f66510055e6ce2511962c
8104,8332,5155,10591,8547,8750,7900,0268338b189ed3d71fd1,,500k sats,1.0,0268338b189ed3d71fd1fa9870e5b5d496f78599230f3ffd414981618f33c8f2f3
8105,8384,5156,10592,8597,8800,7950,aurumbtc,,500k sats,1.0,03961c8b69c7e8e52a49d3f563d9b6160a2a235a19c8bc7eebde35fb3ae6fa0c32
8106,5795,10192,10444,6653,6918,4608,Joao Grilo Bitcoinheiro,,3.0m sats,1.0,035601f04339ea3bda3ff40c8706c3a0e2a337ae727b8aafce3c63319aa70c6da4
8107,7029,11298,6533,7424,7656,6398,pm02,,1.0m sats,1.0,03442fc6ede3c93e5daa3f38cdf7478839ad77469f68d4cee331c62e0218aabfff
8108,5943,11014,9333,6721,6984,4839,Stormfather,,2.5m sats,1.0,021534377965bd666562ddb42f0d3e08d9ffb195f6329e37d6539f9fde34b4ff75
8109,7697,6362,10437,7979,8204,7160,LNNDPULM,,700k sats,1.0,03d48f06b2bbe9e947b0e28f4553346fd938969bb943c7e3f53d6769c8b6e8ac8e
8110,7461,5940,11334,7832,8064,6811,RabbitBlitz,,989k sats,1.0,023465033af8bd764a36f861c26a1ffb25956aa87be0318811dfd29a5552a66bc1
8111,6830,6494,12085,7225,7471,6119,aunty,,1.1m sats,1.0,032bf09d74429835918161d8ddf067684d23e01393567043a3eaebf18efb205d1d
8112,5833,9665,11018,6672,6937,4627,Rotowaro,,3.0m sats,1.0,0229979f9cfbdc9b006ffc1e531026ce022ec2d5e9ee14e9a4f8202a27f1ffc268
8113,5848,8832,11867,6681,6946,4636,pj,,3.0m sats,1.0,0253e62868531838dbc07cd2d7b0d3970533777c5bb78dbe8238f03fd6fc5d6a1d
8114,6295,10450,9364,6932,7189,5350,Freiheit05,,2.0m sats,1.0,030b505b047b5ec34920c2b7efc2dfe0d527ee8a686a9cfca25b7117fd6976d18d
8115,6357,10451,9365,6978,7235,5396,Freiheit06,,2.0m sats,1.0,0317191668735288405eb6e18ddae72b62272dbf8a873de68fe21489c86c94545c
8116,7004,11521,6375,7400,7632,6374,Elgambler,,1.0m sats,1.0,03a4e712412f2aa1f5b730891972ae4e2aca44b75f26ae1fa501b6c2db657b8f7d
8117,5695,10121,10864,6616,6883,4374,03081546bafdcf2ee7df,,3.5m sats,1.0,03081546bafdcf2ee7dfc7c77d85862ff7c5bfcf28fd23a904a7e0aa6bffe1f9da
8118,7017,5823,12088,7413,7645,6387,03e713777ba6478811a8,,1.0m sats,1.0,03e713777ba6478811a8281e13d59c59d07030063868653242e1a5f0eb8cf66df0
8119,7452,12035,5326,7825,8057,6802,03477dcce210a37a46a7,,998k sats,1.0,03477dcce210a37a46a74ac8e8baecd97043d73bfd6f5c76bd4c59e0ed504fa33c
8120,7568,5494,11629,7897,8125,6971,Crochet,,814k sats,1.0,02bdec497f62a689e1a1094814fc02206ff98d1ce08c564e06269c136d4ecc3e4c
8121,7489,7963,9355,7849,8078,6851,mynodebtc.com [myNode],,950k sats,1.0,020a43d07796f43e4fe81f0cc2b887e8040f905e63a059b8cdaf1134f07c0a919e
8122,7939,6763,9095,8164,8367,7517,ahmdarshd,,500k sats,1.0,02b7da9f73401ae02d4781ed10b6fde598f567993d45dd4ee9fc03d5c8ee9d9bc5
8123,8020,6764,9096,8242,8445,7595,02963bcba3a4a49276af,,500k sats,1.0,02963bcba3a4a49276afaba663b33a98db0afb57319dbf9e61cf6b47c696f024f0
8124,8052,6765,9097,8272,8475,7625,0376d6fa59e4d3b92a04,,500k sats,1.0,0376d6fa59e4d3b92a04d9423671fe38334c32360a01b6e71360b0afaf32ad24de
8125,8086,6766,9098,8306,8509,7659,Casa,,500k sats,1.0,03238a2390825bff5d987c3f6cd7a648969a524143d984e8b446f9695942bfbe21
8126,8091,6767,9099,8311,8514,7664,03d0406c1602789bb1e0,,500k sats,1.0,03d0406c1602789bb1e0d503293d835ba451926f08379b8ea208287e45187b2977
8127,8111,6768,9100,8330,8533,7683,randotron,,500k sats,1.0,0227a258aaf332fc268e4e65773251e7fcf40290e1480344d303a26391e108ebe9
8128,8113,6769,9101,8332,8535,7685,TOBG-CL,,500k sats,1.0,03db7ac914d745f489c5974a998c1984a7d015cb117f9c31e10f337e7df2166e58
8129,8131,6770,9102,8349,8552,7702,Mcqueen,,500k sats,1.0,02f5d8e0a4dda58c0e52bc00b955da73a0fcb98fd2f985ef19d0a7e24631968672
8130,8216,6771,9103,8433,8636,7786,0310eb6b041b5e8ad0b1,,500k sats,1.0,0310eb6b041b5e8ad0b19f321683e1e2d4146153d4b33392c02f7cc383e1f3aa02
8131,8235,6772,9104,8452,8655,7805,bias001_Lightning,,500k sats,1.0,03f8a4e7cd9242109db317e6ae82b0147831e0d40b7bb4fa06367a6687155d4b55
8132,8245,6773,9105,8462,8665,7815,TOBG-LnBigHub,,500k sats,1.0,031a5b68b9ce7b9db5cf3ceeae69626cdd5b25eec35de4b2ca85c8ac245fbb0e87
8133,8353,6774,9106,8567,8770,7920,sunnyvaletrailerpark,,500k sats,1.0,028696ec6c105baabb099bd5c3c0a27a668de99c4e23b2f38bcdf0022ba85a0d8a
8134,8359,6775,9107,8573,8776,7926,ts,,500k sats,1.0,038d218c950c793ae42b9dd2c92bde64fe5f87518b9e4362da121f1bd68752aa70
8135,8373,6776,9108,8586,8789,7939,Lebowski,,500k sats,1.0,028918fcfba7f16b884e7c7ed2624263447994065cfed9e558be0b4a994e2e786e
8136,8403,6777,9109,8616,8819,7969,02dff4740ca2ed61d5c6,,500k sats,1.0,02dff4740ca2ed61d5c610ee7f2be16856dd10e3e1babb3b37729678dda1d0942e
8137,8461,6778,9110,8672,8875,8025,NewWYE,,500k sats,1.0,0332c3a317717c2ebe4f9aa8f4c10fccc06e645590615a1d217629a59f40d69c39
8138,6763,11538,7267,7188,7436,6025,YIRMIBIR,,1.1m sats,1.0,036dcba93cfc2d7294e586a658c90313d44fb742d832f0f79eb6e4361bd0afa707
8139,5925,11228,9250,6709,6972,4827,Maddins-Node-for-free,,2.5m sats,1.0,038b39f95c76dda39c9fb412afb62f20e3d4fa2aeab15aecbd5af03b02931cb601
8140,8919,7372,6906,9036,9222,8627,02c220284b3e3345cec9,,300k sats,1.0,02c220284b3e3345cec9cc66070632be99f40835440cb02aa688db2d15f84bc7d9
8141,8924,7373,6907,9041,9227,8632,lightning.zechendorf.com,,300k sats,1.0,026529dbe2199f083146aed0d53da2c4a3cfb3985371aaa4c597b1a309e7495731
8142,8928,7374,6908,9044,9230,8635,elonmusksucks01,,300k sats,1.0,036f9e0b99461da6f55fa95018990d1392f3fe9c666508aab08e33d06dd341dc58
8143,8962,7375,6909,9073,9259,8664,Dumeni,,300k sats,1.0,03452d1cd5a1a02bd7aa74cbb488b92611b74a66e45c3ec90a8c5b0ac0667734a1
8144,8964,7376,6910,9075,9261,8666,Tsonic_Tsunami,,300k sats,1.0,02a05b852ec22abda45de11ed16ad77b4ef2e8c61a1ae94f620fa74f18c1dba1fa
8145,8968,7377,6911,9079,9265,8670,myNode,,300k sats,1.0,02df2446e5dbe920dbf26b4e04004c010f7cd5f98eca85d9f0c97731d623210cb6
8146,8974,7378,6912,9084,9270,8675,BrandorsHaven,,300k sats,1.0,032828f37da4bcf1a2d1a3f58879ac246b3d7e2e0b850797cadd5b27dbafcf42b0
8147,8983,7379,6913,9093,9279,8684,BitDy7lan,,300k sats,1.0,031cc263798261e5f43312a7e6b07e7f78b3ad72b838666ab6541ad394be9bde73
8148,8998,7380,6914,9105,9291,8696,ELYRIA,,300k sats,1.0,020ca546d600037181b7cbcd094818100d780d32fd9f210e14390e0d10b7ec71fb
8149,9004,7381,6915,9110,9296,8701,0347ade65be0fb596fd7,,300k sats,1.0,0347ade65be0fb596fd788f248bb5a6c406fb5996be67b19062a5257409095fb49
8150,7927,12080,3833,8152,8355,7505,Zero Fee Routing Mission Plan <B,,500k sats,1.0,029e4efe809b4f0acad6f3304c0e43a3f40fe661745fc41d9ae91d4e187857bc94
8151,8608,7923,7050,8783,8983,8234,MountainBitcoin,,400k sats,1.0,03a7005aa105fcf4545f0b3d8499e70c3aa50ff7f9f9b7e99c5c90d73b59311fe3
8152,8626,7924,7051,8801,9001,8252,zaphodok,,400k sats,1.0,02b5ec403e9a298a43b3cf025e4e46b2f30ab95cb26bcb5223537fecde247b97d4
8153,8641,7925,7052,8815,9015,8266,SATStackerLife,,400k sats,1.0,0220fb6c4a4fc188372e81d7282d895900a687160c078a556ed6ad54fcef25bf00
8154,8685,7926,7053,8852,9052,8303,Raphael,,400k sats,1.0,02418b0a20c59fa3df51a8577116c15a44adf0aef66ac5ef5a0353e08050ae9b89
8155,6859,11018,7622,7246,7492,6178,02dcf856b4d85f62e66e,,1.0m sats,1.0,02dcf856b4d85f62e66e94afcaac38c661ea8d6347d22932c776e0bad3f028e0ce
8156,8544,8723,6481,8732,8934,8126,bernie,,449k sats,1.0,03327399e7306254a81b17a5f3343ea226116d512cb37169c7489c2ded3a8fd5a1
8157,5954,9806,10716,6729,6992,4847,lipa.swiss lsp stage mainnet,,2.5m sats,1.0,0212a46f412cfdea5e1dcc839f484bf68367ad211914e3370f4cdfe13096703c26
8158,8701,8550,9638,9494,5811,8217,swissROCK,,400k sats,2.0,0353bb84af398c23c0f700b817da06e90cd5956f131df1ba2d7aa36af74c7d557b
8159,7328,5947,12081,7707,7939,6681,thim,,1.0m sats,1.0,02098bc87bceb821309d79348b1f19b309ba5dd78ccd8692823998d50c28739215
8160,6466,11514,7979,7025,7282,5575,,,1.6m sats,1.0,039ce89362ce36ed38f89308ab96c754369708cdd81e021562d3332314fff5347f
8161,7347,8808,9228,7726,7958,6700,Lightning.Viena,,1.0m sats,1.0,02d79c968a2283ae756da4c2e5dc0b68f8f7e391379516f1c59306610aced1adbe
8162,7164,6348,11693,7553,7785,6527,rng93k2ldmnf,,1.0m sats,1.0,021bdea498ae2a7f12a2b4bd39c20fda57ee98abb3133b1f13022e76888e67e0ef
8163,7314,6349,11694,7694,7926,6668,tn1df523,,1.0m sats,1.0,02de4a1066538246203ddfafb028e8e7b331f376b4f1d250cda1f4423467925830
8164,6188,10403,9572,6864,7121,5282,03dcc7234bd80de00027,,2.0m sats,1.0,03dcc7234bd80de000276e97e536af2d33df02e1442c10a0529a006d0629f2a660
8165,6277,10404,9573,6922,7179,5340,03292744e7c6bb7a420a,,2.0m sats,1.0,03292744e7c6bb7a420ae96c9c9a2b0329d6d557e7590c0f759b242c7fcd0c70b6
8166,6280,10405,9574,6924,7181,5342,start9-0x3cebfad3dc5ae67d,,2.0m sats,1.0,02cf6c342ada51375f20c245c99efa661ac48ccc4440fc238d422c8dcaa44c5c9f
8167,6340,10406,9575,6964,7221,5382,02a8bc89f220c27d1c80,,2.0m sats,1.0,02a8bc89f220c27d1c80ad758b2b33d681293173ed4dd100b8fbd98667e64467b1
8168,7887,4748,11825,8096,8316,7444,PECKYBECKY,,500k sats,1.0,0347a8b8092b340be5d70c51aaca1b322c8c5dd714b28fd2258ef2fad4725c88f4
8169,6304,11244,8743,6939,7196,5357,raspberrycow,,2.0m sats,1.0,039ac23c93b26d8d524004e0e6e6b084e71f9df09b395154df8f9bbe21361aacd0
8170,6241,11438,8561,6897,7154,5315,038f5754a932e6c02578,,2.0m sats,1.0,038f5754a932e6c025787e7f16db9e8c3716e2d1c2da0a7af272719aea695d955c
8171,5768,11214,9769,6633,6899,4518,02042fdbfbaa029e74da,,3.0m sats,1.0,02042fdbfbaa029e74daad1889b6b2034fa85cbdbd0817d199e23461af03550aa7
8172,6249,10066,9936,6903,7160,5321,QuantXPay,,2.0m sats,1.0,034cc82945444587a1d31a07b186590b845f9fdeff648a82b448b4bb4db192b335
8173,9035,7382,6916,9137,9323,8729,02f8287c6f3fd549a3ae,,300k sats,1.0,02f8287c6f3fd549a3ae873ad388c7eeb0f4381e25235d83636e528d3cb2f950dd
8174,7024,8907,9202,7419,7651,6393,PrivacyCollection.com,,1.0m sats,1.0,03e64d63d1d5e81ab4098839d4a303aae51c17446cc2135919436d54e313d52271
8175,7214,11124,6987,7602,7834,6576,The Block Lisboa,,1.0m sats,1.0,030753bc6bfcd5f2a76c45fde5e11795b74942bda05fee6e4f0e49d5c2232e20b3
8176,7295,8908,9203,7678,7910,6652,02279c42cf2ff0f60ab0,,1.0m sats,1.0,02279c42cf2ff0f60ab04ff59425c5867ead9faf96ab809320baa7113e009f3393
8177,7372,8909,9204,7749,7981,6723,02794e513988c375e29a,,1.0m sats,1.0,02794e513988c375e29a5cd57ad5cb7b560bc20415dd9dab0f5745bb9e9020fcc5
8178,7430,8910,9205,7803,8035,6777,028370b1aa7260108aa5,,1.0m sats,1.0,028370b1aa7260108aa557409cbfca84f03c411c15b6dd38f4a46b3534d7a31f5a
8179,9037,7383,6917,9138,9324,8731,KingsFall,,300k sats,1.0,03fef0d5d70eb951e55aec0b6c76c685def8ae1d536e7bef5ff17947fc2beba543
8180,9545,11834,4629,9952,6051,9255,nodl-08b322acf559f00bf0b9eb7d,,200k sats,2.0,03061c16313360d8a3b192c63d70bd3539a0f482fcba1ee8124c21c1a25583ac3f
8181,6109,11628,8413,6802,7059,5220,,,2.0m sats,1.0,02fc1b4452688ce1977951d75a35c8f68bf9e29b1e7fd4f0db77962b64abf55488
8182,7416,6127,11991,7790,8022,6764,AkuMa,,1.0m sats,1.0,028e026b30f46a3bc9a5bdee46aa1f13d02d3d11d4297333034f8b1057e8534137
8183,8581,8734,6502,8756,8958,8182,SecundusRaspiblitzus,,404k sats,1.0,0317f428f6f6bf60272200ba5db255af46681d8457e21792c0f5ebcd0e40ad3c7f
8184,7855,5736,10974,8071,8292,7398,039dd122a8440509b5cc,,530k sats,1.0,039dd122a8440509b5cccfe5f0d2f1bf0d53361386b68cc5e850bd52ba3dc7af85
8185,7457,6050,11492,7828,8060,6807,02ef2f50f27e11f8f65e,,991k sats,1.0,02ef2f50f27e11f8f65ec8c3928a805c8bd6e0d7e6bb8bc8d5371f5be87967db64
8186,9040,7384,6918,9141,9327,8734,robot_party,,299k sats,1.0,02be8fdd9f6bc71a1272821387dadf9862229b978f21febbd8f0459c756a42057e
8187,9041,7385,6919,9142,9328,8735,Epstein_was_a_pedophile,,299k sats,1.0,02e98090a4180d431100e69e43aee3a2388169b6db6b159885fd47910ca20255aa
