Degree_Centrality_Rank,Betweenness_Centrality_Rank,Closeness_Centrality_Rank,Eigenvector_Centrality_Rank,Active_channel_cnt_Rank,Capacity_Rank,alias,Node_Type,Clearnet_Tor_Status,formatted_capacity,Active_channel_cnt,pub_key
5736,6345,6257,5640,5754,4198,nodelit,,Only Tor,5.0m sats,2,032f1114f90df2e04f553e1716b651c91f04482a5dfd6f60c837e8de87b59d935d
4476,4904,1929,2530,4187,4198,02a47100ab0c711d469e,,Only Tor,5.0m sats,3,02a47100ab0c711d469e819eb5e5ade8fa74fb1f68007fa0e18295507cf4b79759
4476,5145,5366,5121,3335,4198,FLYCDR,,Only Tor,5.0m sats,4,033a3ce3718dcf6e4f4985d34d4b86b65fc2e50076356660a4899f65c988d091d4
9999,9999,9999,9999,9746,4198,MAGICNODE,,Only Tor,5.0m sats,1,0264b74183f47ceb7dea7ad392c450a80edac9991a4fad2942f591bad9c7ad0f44
9999,9999,9999,9999,9746,4198,Stax,,Only Tor,5.0m sats,1,02af9a3fb9fa7b5c8344d4639ba4242a153fe7c2e177cf9770142252b064c3084b
9999,9999,9999,9999,9746,4198,lnd1.geyser.fund,,Only Clearnet,5.0m sats,1,0272e8731c6feda7fb7e2b8dbe0fbf1322f9e3b60cc2727f4ee4ca0f820b9cd169
9999,9999,9999,9999,9746,4198,WRONGAUTO,,Only Clearnet,5.0m sats,1,029c72bf2683037db20fa7dde235fdabaddeba7f694658b2bb4de3c0948e9d8411
9999,9999,9999,9999,9746,4198,mybank,,Only Tor,5.0m sats,1,02d9b25ff40f8d8ca7abad6bb73be76604f861ffc52af24a36129c80296640ac1b
2981,4808,1678,1932,2779,4198,manticoreNode,,Only Tor,5.0m sats,5,02cbf6c279162af427158da2a016127f53c872d754c74febf9f0bdb73128091ce7
9999,9999,9999,9999,9746,4198,Batbow,,Only Tor,5.0m sats,1,035d4955f57bc32f07cffffbe0370a2d0a5127a15edbae632f983bb5974c96f7c1
4476,4335,4020,4330,4187,4198,Bitcoin Baden,,Only Tor,5.0m sats,3,028d1264b655bb8f1e503a588414776b083b59368a8c83f77483afacd8de3197b1
9999,9999,9999,9999,9746,4198,OrangePillApp,,Only Tor,5.0m sats,1,036d37716c0a59e719431376f57501bc096fb96a921a462b00182e09141a97c124
3588,3273,1580,1390,4187,4198,Shadowy Super Noder,,Only Tor,5.0m sats,3,037305dfd540c28353120b42cabd6debf3a832283a18679a7ef205684223998e85
9999,9999,9999,9999,9746,4198,heli0tropium,,Only Clearnet,5.0m sats,1,032d31a00d3c5bf2dd60353078d689d40afd73ac6080b0af2dfecb3007cc376e5a
9999,9999,9999,9999,9746,4198,clinch,,Only Tor,5.0m sats,1,0298af33778d61e449786b4936592831002dff8ba4911dde82c547561a3e196269
9999,9999,9999,9999,9746,4198,TAMdCoins,,Only Tor,5.0m sats,1,036588cd65eebb95fdca1afa9b77d430b31b3538a1fffdc21dd7dfedb6a327cbca
2981,2175,2265,3343,2779,4198,NorthStar,,Only Tor,5.0m sats,5,0362a4372375bd24c5b8f8bb2ea85ae2ccf783808477e68cfb06121694b34d1927
9999,9999,9999,9999,9746,4198,monarquia,,Only Tor,5.0m sats,1,0352bd7490e0ba123990a627ac8601937ef9e092fce395fe78682c77c6ed4d1267
9999,9999,9999,9999,9746,4198,blobhub-lightning,,Only Tor,5.0m sats,1,03356b37dface56c07e41acbba7ff5407b81f2ca2b6db6f3d5b76f635fc32c5ea5
9999,9999,9999,9999,9746,4198,NodePK,,Only Tor,5.0m sats,1,034db20d789e55a48e6dd1a47745bd4065313fac7a1fad21c50ba230cacd58d088
9999,9999,9999,9999,9746,4198,SLIMYGOPHER,,Only Tor,5.0m sats,1,02700bf8783e145d5554c4a256335c006f79a10d3c84a3899bbe2e8e391369fc27
9999,9999,9999,9999,9746,4198,Zap7,,Only Tor,5.0m sats,1,032175b2201887bc5474839d6f71571ec528757df7ba111e0303d56a6b1df10ce3
9999,9999,9999,9999,9746,4198,TheFourthTurning,,Only Tor,5.0m sats,1,030cf2aeb2098bc26e91bfe93e096131c5c7273ac571e4b6e55ebe7345a144d03c
3588,3083,1995,2174,3335,4198,Satoshi74,,Only Tor,5.0m sats,4,02f004481462e2f1ef19cc5c385948ac958e12bff7ed48d8349b9ed6a58b147236
2981,1592,2271,3325,2779,4198,Jax,,Only Tor,5.0m sats,5,027653e3bb2c8f4537dc222bd56b8b8e4812a0761de6c0b3afba5ad8a8a1a734c9
9999,9999,9999,9999,9746,4198,027cfe360365fce0c33a,,Only Tor,5.0m sats,1,027cfe360365fce0c33a3328b26d4bc7e1ac7648f5a749bf283753dfc99e0acd32
9999,9999,9999,9999,9746,4198,anaxa02,,Only Tor,5.0m sats,1,02f10bc82b9165fcf16802ef5fd2413e5ee270b180d3bc8ddf9f50780ba2b9ef0a
5736,5889,6229,6321,5754,4198,Phileas Foggs,,Only Tor,5.0m sats,2,0275bf18e91a351a5aa211833226db901449fb08e986bc84f94a10774407b24da9
9999,9999,9999,9999,9746,4198,DanielsRB,,Only Tor,5.0m sats,1,034d5b4fded4043552f3971427445354d6a8ef29f4174f2a0b417a4e9bc4921aeb
9999,9999,9999,9999,9746,4198,21Cyber,,Only Tor,5.0m sats,1,030034a325744b2f56691944603a2fc8f898ed4576ca48d1eb655913b21b23bcd0
9999,9999,9999,9999,9746,4198,0340a7cdef0b75b4221b,,Only Tor,5.0m sats,1,0340a7cdef0b75b4221bda959d6bab6bcfb1ce2d094e2634907c107e102b6f3aef
9999,9999,9999,9999,9746,4198,an unwatched pot boils over,,Only Tor,5.0m sats,1,029e318cd539165aeb3ab1a281184e58f069fed8195b6e4374b746df545c29a96b
2981,4442,6137,6171,2779,4198,TREES,,Only Tor,5.0m sats,5,026711292cbdb1a8840ca84abbaa226d58ddfceb1f028e06d974722c6a0b626755
9999,9999,9999,9999,9746,4198,Node of Eden,,Only Tor,5.0m sats,1,03293c794eb32bccb9c252120a05a176fcb9c0554594bb2a91bf9a99d3eb509d6c
9999,9999,9999,9999,9746,4198,I Forgor 💀,,Only Tor,5.0m sats,1,03556d062b703d9dd8cd255dee6d76c180ecfee310bd1f63415bda0f58cede0168
9999,9999,9999,9999,9746,4198,geyser-fund-lhc,,Only Tor,5.0m sats,1,02e05f94aa98f7240f33b248546a6824678ff4e01a2a5874665b03e69dda842d6b
9999,9999,9999,9999,9746,4198,02ff794247957e4a7379,,Only Tor,5.0m sats,1,02ff794247957e4a73797ba3edeb00ad16f18009fd0556763fb4d2a135ab528e72
9999,9999,9999,9999,9746,4198,Scale BTC [myNode],,Only Tor,5.0m sats,1,027003cc182424ec307f5b4cfcc00c9d0e7b8adc4fe3432d46480545de3cb916dc
5736,6345,2419,3111,4187,4198,Murphy23,,Only Tor,5.0m sats,3,02d61a1f92a361f3096c0cb80bdebc6cdc6b3f28d4f165ffa1d6a4d27a3ee45836
3588,3767,1133,1488,3335,4198,LMS International,,Only Tor,5.0m sats,4,02a80fe8d84cc41596e9386560b009feae386c5a7f21db46e6911a87fa1c1cf466
9999,9999,9999,9999,9746,4198,mynodebtc.com [myNode],,Only Clearnet,5.0m sats,1,02a46a787e5b4c6e21150fd5a34d76dacc34098fcfc23bd3756bd3a5f76dda7ea4
9999,9999,9999,9999,9746,4198,SSSL,,Only Tor,5.0m sats,1,0278e265140967b877d8955a46c453870a709b19c0fa8166832c723f40d1031f68
9999,9999,9999,9999,9746,4198,emzyBlitz,,Only Tor,5.0m sats,1,02d22644b321dc7bd80500b8108e3084dc586bf769a0c6185b6f2bc38e2aa1c99b
9999,9999,9999,9999,9746,4198,martijnbolt.com,,Only Tor,5.0m sats,1,035eef0b6d7c23b22fe39188ce6668a4b746797aec59cbf650fde3d49e465c7514
4476,4664,1207,2068,4187,4198,031db85b56ed531fe288,,Only Tor,5.0m sats,3,031db85b56ed531fe288d97ad4700f7d0bf57aa8f34b62c7816b0464d79184509f
3588,3212,1474,1748,3335,4198,hedge,,Only Tor,5.0m sats,4,03341641c31d5b019d86cc117019bf88b9af881e66c59e5ab866961845b3dd5120
3588,5731,1494,1555,3335,4198,Ghoost,,Only Tor,5.0m sats,4,034be84fa9ab4ea9f04f940d44ac6111cc669b4030cd78dc33949847c654fec672
9999,9999,9999,9999,9746,4198,Obsoletos,,Only Tor,5.0m sats,1,02f2c4a79e7b5918c266dcafa32dd3058cc380de1664487042db4f2bdbd9a0a397
5736,6345,2297,2643,5754,4198,028101797dec6c64cf2c,,Only Tor,5.0m sats,2,028101797dec6c64cf2cf9d1a3c6bfea758f702cc3a77440af80a15c721d3cd90f
1633,3347,5844,6104,1566,4198,closetnode,,Only Tor,5.0m sats,10,02e20595e79f818031149ce1f6bd634d24e5dee2864f4ca1969e308595b2de73c8
9999,9999,9999,9999,9746,4198,0309e0e1610c6047e507,,Only Tor,5.0m sats,1,0309e0e1610c6047e50747316253272dddb272c792fd947db96a59fcb97fa7797f
9999,9999,9999,9999,9746,4198,030d9822066701a88591,,Only Tor,5.0m sats,1,030d9822066701a885917253d37970d7be2b81f6e151c0a501f0a6667d84fdafec
4476,3818,2277,2955,4187,4198,Lightning AG Node,,Only Tor,5.0m sats,3,0369f5b7edf01cfdcee5280f510847871af4e6666c24962904fac0fd0ac269456d
9999,9999,9999,9999,9746,4198,LNQuick,,Only Tor,5.0m sats,1,0283fddb3d68c05e6e6cc819389731aaff62e9d8c07b0a059ec959508a48b291ce
3588,5257,5776,6211,3335,4198,centuple,,Only Tor,5.0m sats,4,034af92017f32c72f44695382544cb2c01b9d818ac7c16382ca154c646598ebad0
6624,6345,6475,6654,5754,4198,Longmussel,,Only Tor,5.0m sats,2,02c216694a4a128c62df47fef9ed3f290cc2dd7a91e303a6ddeb588f2c27b034e8
9999,9999,9999,9999,9746,4198,lightningspore.com,,Only Tor,5.0m sats,1,0200000000727d3b67513c916f16975e3bf8f3304cf3fcf0ed855e2ae41888f461
9999,9999,9999,9999,9746,4198,DirectSystem,,Only Tor,5.0m sats,1,036963b40d41c0201401c7ce3b44c8c68308bd37d684cb24a33afab5a3a541485e
9999,9999,9999,9999,9746,4198,03b766514604d704f06c,,Only Tor,5.0m sats,1,03b766514604d704f06c828497262cd0ab059e0b88b482f162355c02b789ab55f7
9999,9999,9999,9999,9746,4198,Fishbowl XL,,Only Tor,5.0m sats,1,02598a18438bfa0cadeb3a159eea72100ce4bb98aa773f883ad38649278e48f108
9999,9999,9999,9999,9746,4198,NoodleNode,,Only Tor,5.0m sats,1,03835b6c9501810bc65ccdc7172e4506b3eccd50bde18b41aa708df872705e1ff0
9999,9999,9999,9999,9746,4198,03cc6fbb6553a0796460,,Only Tor,5.0m sats,1,03cc6fbb6553a07964608f808086b432d66e542e588b68406362fc586c58221543
3588,469,2316,3201,4187,4198,Reckless Degenerate,,Only Tor,5.0m sats,3,03f5b5620bea104d91921b1effafe83bd0921d60b084b4e738b81d2e97e61f415e
9999,9999,9999,9999,9746,4198,025949f2ff3159fd7435,,Only Tor,5.0m sats,1,025949f2ff3159fd74352e05c37b8b397fb2145ed2ab93ea4e44f281614f12c5b8
9999,9999,9999,9999,9746,4198,ln.r00t.co,,Only Tor,5.0m sats,1,025918fb8e011fc52d2852ef940d620c64043573db3ab0f70810e349153ba7062c
5736,6345,3901,3148,5754,4198,LightningQueen,,Only Tor,5.0m sats,2,022566d7c24900da4b56bfe2550814386a8e8521f79dda518a6c35c74796fe1904
9999,9999,9999,9999,9746,4198,ln.hashme.io,,Only Clearnet,5.0m sats,1,020748f35fd189f31f21c08503eab15417c4f8490b80894feaedcf647057a5abc4
9999,9999,9999,9999,9746,4198,03c9ad1bbc4ecc5ddc7b,,Only Tor,5.0m sats,1,03c9ad1bbc4ecc5ddc7b87ad23702be5683e1b31f8616a2ba4a5b8b57b5f103496
9999,9999,9999,9999,9746,4198,038432d5a97284be04da,,Only Tor,5.0m sats,1,038432d5a97284be04daa4da1dde2a51f27dac91bf611546ca98c5554fd96a59f8
9999,9999,9999,9999,9746,4198,03c94658905c7ee9ad8c,,Only Tor,5.0m sats,1,03c94658905c7ee9ad8c2c145c0b58fdb54b0519443964952f4f459fd1e823321f
4476,3555,1998,2200,4187,4198,migra,,Only Tor,5.0m sats,3,03c726365d5e1613fe1289508bc494cc8d67a8f25793b22d543707e3bd090a9404
9999,9999,9999,9999,9746,4198,Spyderbytes,,Only Tor,5.0m sats,1,0229dce55a845673f1f90ff88d39fdc3369d477dc63e29adf23c818efa627e017b
9999,9999,9999,9999,9746,4198,folklore,,Only Tor,5.0m sats,1,03c4b52dab7fe8ea9be955f16c8bb0c763c3eb2cbe12867a24dd3f4378d5c0fb92
5736,5642,4799,4215,5754,4198,ThirdPowerNode,,Only Tor,5.0m sats,2,03c4696444a00280ca00ad078c5856af3e958008e7ac0f19175ce4001feece6e34
9999,9999,9999,9999,9746,4198,BDLNNODE,,Only Tor,5.0m sats,1,0375d69a7edc9b4c06e4907f1c28741a23890db103aa0ae8c0dea55eb5d91a9810
9999,9999,9999,9999,9746,4198,Enlightning,,Only Tor,5.0m sats,1,020c6270cadf142104d8c6274543a017a2c920ceba3384700795932b816ab9d5ed
9999,9999,9999,9999,9746,4198,⚡ BitFlash ⚡,,Only Tor,5.0m sats,1,03c40342ed17ad8f155287e360d0e7a2a4467f1acb595b5044ae7a2cc1576add4a
5736,6345,1903,2121,5754,4198,03f88b2a8cfafbc4535b,,Only Tor,5.0m sats,2,03f88b2a8cfafbc4535b70532b8496672834b7c2b34d143b05c25fe5ebbfc164cf
5736,5224,6473,6043,5754,4198,03c114380a9c263621bd,,Only Tor,5.0m sats,2,03c114380a9c263621bd95557c769b936fa0a49c28a9142af6d5b4ed5da482cdca
9999,9999,9999,9999,9746,4198,03bff3070cb9e20e0b1a,,Only Tor,5.0m sats,1,03bff3070cb9e20e0b1ae13274305fb2d00455ab9f350616fbcb91b12a871f301b
9999,9999,9999,9999,9746,4198,020586f70edaed14cfe7,,Only Tor,5.0m sats,1,020586f70edaed14cfe768061dcfa1b54618e02d25ee8f672e3a4fa3888c2f6e73
3588,875,5163,4396,4187,4198,mechanism257,,Only Tor,5.0m sats,3,0230420eadeda24273cea7828a83cb494e061a806e689f02ecd177143586e8e476
4476,4773,1964,2621,4187,4198,start9-0xe33524e76f915473,,Only Tor,5.0m sats,3,038838e1686b4c834427e76b7f854de537a7c688f98262f2863c2d94005ec43d91
2246,3481,4932,4679,2121,4198,SatsMo,,Only Tor,5.0m sats,7,0255314a63fe17493c774cf6a1d442f7d0765872887071b5367442e95aef1b7ba1
9999,9999,9999,9999,9746,4198,secondcoming,,Only Tor,5.0m sats,1,020815756dfccd519376ca1dcea8db8984bef6efa5cdfc90662b1a5e0d68f5984f
9999,9999,9999,9999,9746,4198,03cee94d0459398855d3,,Only Tor,5.0m sats,1,03cee94d0459398855d35ebacca3fdf7d40cb0614aaeb8863002f262a8867759bd
9999,9999,9999,9999,9746,4198,BooleanConnect,,Only Tor,5.0m sats,1,022186f923d9cecb54a315e326b56cd1d8be031b08196afea7bdea125550657b2a
9999,9999,9999,9999,9746,4198,0211af1f9ae383f196b8,,Only Tor,5.0m sats,1,0211af1f9ae383f196b898e9e7c52007237a527ea9a4f831588e49e0382a4e9325
9999,9999,9999,9999,9746,4198,ULTRACOCONUT,,Only Clearnet,5.0m sats,1,0378bc7789c42942e7b7fe0b7b7e73644f7c3404d5dec188bed40009376aff36d9
9999,9999,9999,9999,9746,4198,TJdelaPlaya,,Only Tor,5.0m sats,1,020d45b0ab490bf3eb7d29977ad1fa40c61d9ff6281d67eea4fc7290b8b058ff02
9999,9999,9999,9999,9746,4198,ultrapro,,Only Tor,5.0m sats,1,020bfab483c0b7d3d0b61dcf307eb0e3fe2ba69283efe2044d9e7b0f68036c30f9
9999,9999,9999,9999,9746,4198,momentum,,Only Tor,5.0m sats,1,03ecbf446779069cdbc506e809a137df875b1f76b9560bd39f4d9b143b82fa7df0
2981,2377,449,1439,2779,4198,03ec641f59855937c3a6,,Only Tor,5.0m sats,5,03ec641f59855937c3a687d703ba58a45bd12e9791e89b4cdc9503869ef3999d7a
9999,9999,9999,9999,9746,4198,anaxa01,,Only Tor,5.0m sats,1,020e6af79490696ce401887fd74b08440975eab7589c5b39d165fbad9a0015ea2c
5736,6345,6511,6519,5754,4198,Freiheit08,,Only Tor,5.0m sats,2,020b81d8d2ead71eb1fbec622e6f6064ad579dda6d47fa36ac06e0904b70f3d5a0
9999,9999,9999,9999,9746,4198,NJES,,Only Tor,5.0m sats,1,03f07d56a20b1198a055a18e2d6c1337b1fd8b0788c384cfe1d55cfe15df23aa3e
9999,9999,9999,9999,9746,4198,03eb13eadf51708bb907,,Only Tor,5.0m sats,1,03eb13eadf51708bb907d406cef039f8d11646c358c2c2c749b5f73d3f12c59239
5736,3664,5135,4686,5754,4198,NODIG,,Only Tor,5.0m sats,2,03f1013ac08e2696d3e170cf848d11da0d3cb574066965e3fe3c73df245b40a0bd
9999,9999,9999,9999,9746,4198,025faee1ec5540e5c92e,,Only Tor,5.0m sats,1,025faee1ec5540e5c92e2c9cbe278ed42c29ffa0cb184d5aea618abe8fad3d61f4
9999,9999,9999,9999,9746,4198,~V~0x3xAmsterdamxNL,,Only Tor,5.0m sats,1,021109721c0f5d60297cd26da4e987c4b37706c1d36242e1e402af08c468c5f47b
4476,4512,4007,3535,4187,4198,CatVillage,,Only Tor,5.0m sats,3,03e61faf52a4ce7199f09595bc536068636a7e459e312562a0ad21cc42d9e2617c
4476,3679,2456,3315,4187,4198,Fallingstars,,Only Tor,5.0m sats,3,0382035eaf22bee4beecec26dc87d79530e6a3dd32384c04b2aed24c7005ac8738
9999,9999,9999,9999,9746,4198,holepunch-test-node1,,Only Tor,5.0m sats,1,037810fea413f530c9fe88ae91986059e97869e9d153313f982d34c5541a4dea84
9999,9999,9999,9999,9746,4198,026176435a5c9ac0d814,,Only Tor,5.0m sats,1,026176435a5c9ac0d814e2204fc7c8bab8f050576fa2632f42cc5bf3c6d3a8044c
9999,9999,9999,9999,9746,4198,03dd9adec8dc0171153c,,Only Tor,5.0m sats,1,03dd9adec8dc0171153cb8234df820d8e98835e27df410b5eff7db0310a108a6f8
9999,9999,9999,9999,9746,4198,021a722ec69f501b4c4e,,Only Tor,5.0m sats,1,021a722ec69f501b4c4e5a59fe9c9f7ef6f0a3b6f902fa78cf33581cf3a23fc19e
9999,9999,9999,9999,9746,4198,ShyGuy,,Only Clearnet,5.0m sats,1,03f2c9bd1ff6d466b694dd94fff3e3f6b031daf07000904cf856634f8b9a44da84
9999,9999,9999,9999,9746,4198,TheLightningHub,,Only Tor,5.0m sats,1,021b97b0099963bc56fc0c7e3b257ebe3c66ac7616dab1f3aa72e3208e87ff5d1e
5736,5860,6222,6305,5754,4198,Orange_Pill,,Only Tor,5.0m sats,2,0380af8e8702fc758531cb44b966e8be364d85777396c6ea7e8bb0d50ddad564bd
9999,9999,9999,9999,9746,4198,start9,,Only Tor,5.0m sats,1,03d7cd967a386c2d7efb02d8add4c0ce1edafde1c7f6f38b3c18a8b82f93478a34
9999,9999,9999,9999,9746,4198,AmwalNetwork,,Only Tor,5.0m sats,1,021e9a8882f27f9626f61ae160be9699407cecdad1dbf4b5927d4f7f434c184542
3588,5624,6187,6210,2779,4198,M4SsNeT,,Only Tor,5.0m sats,5,03b7febf4e195f4fd185683604513341203e1ca5eeea4f569a93f24f7d932cda56
6624,6345,6599,6220,5754,4198,thecryptoc0up1e,,Only Tor,5.0m sats,2,03f823cced1b9a945042ed5e29bd8c2c0f8704d9c2c98125cfb920bd4bda79a27f
3588,2598,1060,2563,4187,4198,CRYPTOX,,Clearnet and Tor,5.0m sats,3,025501f06098bfe9015fcc0955c60403e8b1ef5741180755c9443c6e144b343c38
9999,9999,9999,9999,9746,4198,03ae546c4a08383f2eac,,Only Tor,5.0m sats,1,03ae546c4a08383f2eac3d0c91c12f8d2b7665b6f3d260a33f37d7a4f96233df6f
9999,9999,9999,9999,9746,4198,JH,,Only Tor,5.0m sats,1,03ac213c353a4c8ad2b3a84409510c85fe7ffcfae0f910dfe0f60e3380bd2ecc04
5736,4500,4691,4174,5754,4198,☃️⚡SKADI⚡❄️,,Only Tor,5.0m sats,2,023d3344876aa2bcfb7c976d9a5ae3e2ba44772586c44a947433c6d84700722171
9999,9999,9999,9999,9746,4198,03aa4241b98849965581,,Only Tor,5.0m sats,1,03aa4241b9884996558194ea22e7fb20edc7589d22ad788a9c289f0b381c48535e
9999,9999,9999,9999,9746,4198,03a9e3fd8e5123ec0588,,Only Tor,5.0m sats,1,03a9e3fd8e5123ec05881bfdb265abc97e8e7cde013afd77941429c0974e5c34dd
9999,9999,9999,9999,9746,4198,timothy-tailor,,Only Clearnet,5.0m sats,1,03a96379e7b7054d19efb4e947783dde4f7a345fdbbf1ffc8bee84aa18a92237e9
9999,9999,9999,9999,9746,4198,druds.lightning,,Only Tor,5.0m sats,1,023e856d7fe32165c288b0ae436351c713dd37c25abe058434edc7af87f87a057c
9999,9999,9999,9999,9746,4198,03a760243ee9173d87d3,,Only Tor,5.0m sats,1,03a760243ee9173d87d32b5bf09ae331c910d1b67bc2842a8da1c5bfb246776d81
9999,9999,9999,9999,9746,4198,0233af2d2ab955bb5862,,Only Tor,5.0m sats,1,0233af2d2ab955bb586264b7b5e7097a23730f4ae4cb56e418b7f5c5c613955db5
5736,4462,3507,4231,5754,4198,Kibe,,Only Tor,5.0m sats,2,03a5c2681bbfe441ba2c379d3873be05039e5238ff80d52205f685649b30a4c535
9999,9999,9999,9999,9746,4198,⚡Portucale⚡🌎,,Only Tor,5.0m sats,1,0242b9d2d54b1185a79b8f8a43338adf99f970fc62ebf63da19011e2f33ef67df6
9999,9999,9999,9999,9746,4198,039093c0ed646236ba7b,,Only Tor,5.0m sats,1,039093c0ed646236ba7b61e4eda71417e2a24f82f142788abbe2d3959c8baf4c78
4476,4718,3051,2751,4187,4198,tirol🥇,,Only Tor,5.0m sats,3,039d33352f75c22f3d581987a2afc624e1c211418fe11e0cf04ec1d1e6b8a21331
9999,9999,9999,9999,9746,4198,arcbender,,Only Tor,5.0m sats,1,0398866fca94f17d9054d586ac88a24faf1450296f80a382b08416337d8c6260fe
5736,6345,4427,4116,5754,4198,FREIHEIT156,,Only Tor,5.0m sats,2,03929f54880391fc75b88678fe4388a2f067911c9e75a5640fd9e52a3165efd444
3588,4612,5184,4947,3335,4198,BOOK_IT,,Only Tor,5.0m sats,4,0393ecb644079d56c405373254e56c72b05d45850751488f20bcd32069a63439bf
5736,6345,4467,4212,5754,4198,cookiemonster,,Only Tor,5.0m sats,2,03938f38dbeb152018e3ab47fc691ec481f05d4c6cb6ac296e7d8ca7c666a29d45
9999,9999,9999,9999,9746,4198,Tornado,,Only Tor,5.0m sats,1,023b6c1bfdbb8149442418adbae4a52a702c4dee210dd586ea56d5571a80c9a604
9999,9999,9999,9999,9746,4198,020c55bc41540214c869,,Only Tor,5.0m sats,1,020c55bc41540214c869ad936aa38029559610e9434095395e13bf9e7bc6ad189d
9999,9999,9999,9999,9746,4198,02359cbbd6ce4ea66b7a,,Only Tor,5.0m sats,1,02359cbbd6ce4ea66b7a7edd4cdbdc2f0231e4764617255e087636d0fdd948b9eb
9999,9999,9999,9999,9746,4198,0237f362645217bedf80,,Only Tor,5.0m sats,1,0237f362645217bedf80978e0151ba12c60b5712e3ac39c79258dda4656a5474da
9999,9999,9999,9999,9746,4198,bip39cups,,Only Tor,5.0m sats,1,0234e82dea741df5f43a54fc1fc0bf850e799ee3f060e4031d760b3a90399523d2
9999,9999,9999,9999,9746,4198,nutsandsats,,Only Tor,5.0m sats,1,0235c747c95daa6dbbe8336dfae1a4dca8aac06059318914626223a281a5197bfa
9999,9999,9999,9999,9746,4198,wut?,,Only Tor,5.0m sats,1,03b2b6f1a2cf5310c66196bf5ddd770af74145081f9925593c401e28cd71263181
9999,9999,9999,9999,9746,4198,BrightBolt Core,,Only Tor,5.0m sats,1,023673f28b99df4387001eab0a8fc060f8cbac78b2f99b6131464de6fd7e2e24f5
3588,5482,5918,5866,3335,4274,GoldenHammer,,Only Tor,5.0m sats,4,0263816bd2eedcb22690bfa623b36512f20aa134e77d247e56f15f2ab57c9fbebc
5736,6345,6654,6638,5754,4275,JUNIORFIRE-v23.02.1-modded,,Only Tor,5.0m sats,2,03331c359d48648732ca8cc30407484e0006cec130b7fde39848f2068958726777
2981,3140,3606,4650,4187,4276,SPQR-BTC-LN,,Only Clearnet,5.0m sats,3,02595222407bb5cba50b51800d8fd2432d38d37eeccdb8fd9d8cf08e8141773c74
2555,3581,3593,2667,2385,4277,Miwa.lanciami.i.componenti,,Only Tor,5.0m sats,6,033c11734fb3c9f30db392e12b4661f0ffe114737a49871c0cabc73f0fcd4af69a
9999,9999,9999,9999,12906,4278,shop.blockchaindarwin.com,,Only Tor,5.0m sats,0,02ea01e2476f9c6c69f720e369aa302b43e5c101423d7a5dc9f0e5834d1b152fb7
9999,9999,9999,9999,9746,4279,node_a,,Only Tor,5.0m sats,1,0349c6235eaff02c64823a5c1a5936a0bcc0f97bf58657098873d5c824d3047423
2981,5049,5840,5639,2385,4280,pardefritos,,Only Tor,5.0m sats,6,02acab9cc58d44acc45ad1ecaabd231210588ebbc734642db6f7ca844c90c2c7a2
3588,1189,1864,2478,2779,4280,bennet,,Only Tor,5.0m sats,5,020fdd6edafef0f9fd874abc1629fd14181717c751c974f43829b235c272043f19
2981,4483,1571,1617,2779,4282,02c4296f8f8589c664c3,,Only Tor,4.9m sats,5,02c4296f8f8589c664c3445cd7e2e9ad617e5551ce08f011e367a21166908c4b50
3588,1940,3173,3226,4187,4283,pupito-node,,Only Tor,4.9m sats,3,03a692458aa3357c5dede272b1bd4502209531a8fc50cd6d416331e557c04aa5c1
9999,9999,9999,9999,12906,4284,ln.whittington.capital,,Only Clearnet,4.9m sats,0,0223390bea8aa598442d056ace37c07e7364da1341b3681c371f6619b2879c0af2
5736,6345,5627,5270,5754,4285,Sindienode,,Only Tor,4.9m sats,2,036d7baa5adf0fbfdb8edad03c4ff0ac04b9b7a060c8c70b56eddbe2684f52b6b1
9999,9999,9999,9999,9746,4286,03e9a942b0eebe4aa3d7,,Only Tor,4.9m sats,1,03e9a942b0eebe4aa3d7eb38057cf5b39a13880c50a4d158a54c22e911f152b035
2981,1778,2596,2983,2385,4287,Miningshed.com,,Only Tor,4.9m sats,6,02ddc0e653386315299a8ca788c2e659f1ca6d96833c8abccdc7dcd84f4fad9700
2246,2785,4819,4857,2121,4290,ayuslighting,,Only Tor,4.9m sats,7,02bdbb20c834e669df344ee772acf1a91292befde2ca52bb8b18976a2690430608
9999,9999,9999,9999,9746,4290,Buttcorn,,Only Tor,4.9m sats,1,0245c76eddf79d946628515ae470a2458523e6553c393311ce163fb96596af37f3
2246,368,4956,5060,552,4290,nodl-s002,,Only Clearnet,4.9m sats,29,02473eb084d0410351e343547c68dac1961d1c8e18d0da3c1e4888d113d8f8eab8
9999,9999,9999,9999,9746,4290,MissBitcoinMai,,Only Clearnet,4.9m sats,1,021b065dda2a4e980f82327085f830d20450ad94cbd6e96caa26b5bba2ac95423a
9999,9999,9999,9999,9746,4290,STACKSATSORDIE,,Only Tor,4.9m sats,1,022d05e650f45a7e167c5c795969fb778737d23a8f35e27de9a3f13b378cdd9ec5
4476,4360,4416,4203,4187,4293,⚡SKD.GUST⚡🔵,,Only Tor,4.9m sats,3,02f3a1520836a6dc1c2d6652225f28cec15e36fc8bc03578467921305b895c64e6
3588,2924,844,2254,4187,4294,CarlosK_BTC,,Only Tor,4.9m sats,3,0351d1372b33f7db0f2888e96be4ad1979fb2e17666f20dbeae66a34ac2ac566c9
